,id,tweets,links
1358203870724452359,1.358203879700263e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/GOzt1gaGHm  ,http://www.shitpostbot.com/template/philosophers-then-and-now-589cb75e7bdcb
1358196315335909377,1.3581963234644746e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/dWMODEUaDJ‌‌ 
SOURCE IMAGE:‌‌ https://t.co/HqKQIYejWo  ","http://www.shitpostbot.com/template/enjoy-57bedd7a97c55
http://www.shitpostbot.com/sourceimage/hey-vsauce-michael-here-3-599222a81848a"
1358188766918287361,1.3581887753446605e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/4Rhg6E1dmI‌‌ 
SOURCE IMAGE:‌‌ https://t.co/HsAsZ3DQrU  ","http://www.shitpostbot.com/template/banksy-57f810c1bd014
http://www.shitpostbot.com/sourceimage/spong-hahaha-get-it-57cdb3bf6b478"
1358181222451732480,1.35818122545485e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/4PKZxk0TqJ‌‌‌‌
2. https://t.co/xczu9Xg3HC    ","http://www.shitpostbot.com/sourceimage/smiling-brazilian-57b253968d775
http://www.shitpostbot.com/sourceimage/ultra-boner-59c6ff9467751"
1358181214037954560,1.3581812224517325e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/O2dmM2IsrH  ,http://www.shitpostbot.com/template/adversity-58175cd978c5b
1358173665758707715,1.3581736691309814e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/3Agh3FdEPr‌‌‌‌
2. https://t.co/oAVJYIPBfT    ","http://www.shitpostbot.com/sourceimage/wwe-at-its-finest-57b6205d7a244
http://www.shitpostbot.com/sourceimage/cheese-57b1d99200392"
1358173656866775042,1.3581736657587077e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/jiloM6QT3c  ,http://www.shitpostbot.com/template/difference-of-animefan-and-otaku-57bb90b4cf78a
1358166114874904577,1.358166123288662e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/BBsC7YANQu‌‌ 
SOURCE IMAGE:‌‌ https://t.co/kV9u1wYtrD  ","http://www.shitpostbot.com/template/i-r-r-e-s-i-s-t-a-b-l-e-57f14c9d2cf81
http://www.shitpostbot.com/sourceimage/backpack-birb-59b53e4d97d4d"
1358158567421997056,1.3581585754624737e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/AKv7sdah9p‌‌ 
SOURCE IMAGE:‌‌ https://t.co/5nKZkaWqqw  ","http://www.shitpostbot.com/template/test-tricks-587b8512cf123
http://www.shitpostbot.com/sourceimage/robbie-57b1cbb80198c"
1358151021143478272,1.3581510240291471e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/f9KZtWmxpA‌‌‌‌
2. https://t.co/UTbCbyWp6n    ","http://www.shitpostbot.com/sourceimage/sexy-penguin-57e5cde4ee2a1
http://www.shitpostbot.com/sourceimage/dogue-57d20b313f658"
1358151013006532609,1.3581510211434783e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/isUAJuBe0z  ,http://www.shitpostbot.com/template/trump-57c4523876574
1358143458217754637,1.3581434669628826e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/AzHqgHVnzC‌‌ 
SOURCE IMAGE:‌‌ https://t.co/3zGLTqdTPd  ","http://www.shitpostbot.com/template/plankton-uses-periscope-58de927e158b0
http://www.shitpostbot.com/sourceimage/infotruth-580fba1c2f10b"
1358135916058058756,1.3581359244214436e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/NZ0WqgzpY3‌‌ 
SOURCE IMAGE:‌‌ https://t.co/UxUb1el3rv  ","http://www.shitpostbot.com/template/nihilistic-memes-57ddcf3d15cb0
http://www.shitpostbot.com/sourceimage/folder-head-57b1e45574c74"
1358128356999524358,1.358128369527894e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/34pRQwZUW5‌‌ 
SOURCE IMAGE:‌‌ https://t.co/3RjvG7LP9q  ","http://www.shitpostbot.com/template/king-dedede-58e800222e262
http://www.shitpostbot.com/sourceimage/danny-deleto-59159483dcba9"
1358120826328010754,1.3581208291716792e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/6f3X600ud2‌‌‌‌
2. https://t.co/2CTJQaju1B    ","http://www.shitpostbot.com/sourceimage/hackers-on-corticosteroids-5860ed2f51b85
http://www.shitpostbot.com/sourceimage/california-raisins-2-57c20b9cae3f4"
1358120818111377410,1.3581208263280108e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/YdviDQXp83  ,http://www.shitpostbot.com/template/upgrades-57e04d58b39f9
1358113279734910977,1.358113288593285e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/wgh2HJ4deo‌‌ 
SOURCE IMAGE:‌‌ https://t.co/PFIch1uSBx  ","http://www.shitpostbot.com/template/obamas-new-shirt-5942dec89bf59
http://www.shitpostbot.com/sourceimage/rich-evans-58881f07c8cf6"
1358105730352623618,1.3581057324455363e+18,.@ShitpostBot5000 5. https://t.co/gK2UcE5yQM    ,http://www.shitpostbot.com/sourceimage/hank-hill-57cab48427c4d
1358105728230293504,1.3581057303526236e+18,".@ShitpostBot5000 3. https://t.co/UjrJ7p34LE‌‌‌‌
4. https://t.co/XXMA9KkjzR    ","http://www.shitpostbot.com/sourceimage/crocs-guy-588bb6dc165ea
http://www.shitpostbot.com/sourceimage/shock-57b1ce856bd43"
1358105725344632832,1.3581057282302935e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/DUJYpzRjkm‌‌‌‌
2. https://t.co/LJPEV1EgdO    ","http://www.shitpostbot.com/sourceimage/koichi-fucking-dies-57d75923c0b60
http://www.shitpostbot.com/sourceimage/spiderman-in-timbs-581ed6242f7e5"
1358105716821815300,1.3581057253446328e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/GiEEmKDd4p  ,http://www.shitpostbot.com/template/by-your-powers-combined-57bb38a80316c
1358098164243435521,1.3580981731898327e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/adwtW3XGs5‌‌ 
SOURCE IMAGE:‌‌ https://t.co/4hVe11luuu  ","http://www.shitpostbot.com/template/how-to-catch-a-latina-58d168bfa9e3c
http://www.shitpostbot.com/sourceimage/what-in-tarnation-588837ac0a630"
1358090621941141509,1.3580906254265876e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/OxZwOaO5Zf‌‌‌‌
2. https://t.co/FgSbGoItYH    ","http://www.shitpostbot.com/sourceimage/ow-the-edge-57b70721c35c3
http://www.shitpostbot.com/sourceimage/kanyewestdamn-57e984e343275"
1358090613665726468,1.3580906219411415e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/xUAWClXi9u  ,http://www.shitpostbot.com/template/stealing-memes-5883d8ed79f19
1358083067852828674,1.3580830761616916e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/40r2UnpIBh‌‌ 
SOURCE IMAGE:‌‌ https://t.co/TtBBpxC8kH  ","http://www.shitpostbot.com/template/does-this-offend-you-5933ba9ac7cb3
http://www.shitpostbot.com/sourceimage/vinegasm-57f8b66e0f1c4"
1358075515379277824,1.3580755238182257e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/Puuupxyhx0‌‌ 
SOURCE IMAGE:‌‌ https://t.co/dWR7BAABZh  ","http://www.shitpostbot.com/template/reggies-3ds-57c63fdbd81bd
http://www.shitpostbot.com/sourceimage/asbestos-man-57b32b655249c"
1358067968622657537,1.3580679771413135e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/9G1W97Pkyl‌‌ 
SOURCE IMAGE:‌‌ https://t.co/0ohpUXboP8  ","http://www.shitpostbot.com/template/top-10-saddest-anime-deaths-57b20f06a59ba
http://www.shitpostbot.com/sourceimage/cheggers-party-quiz-57bf5b9299d9f"
1358060423262666754,1.3580604317016392e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/GPhzPtVKLi‌‌ 
SOURCE IMAGE:‌‌ https://t.co/MoQjnRPHbi  ","http://www.shitpostbot.com/template/shapiro-590f9a29cc96c
http://www.shitpostbot.com/sourceimage/pepsidrinkadoggo-58a0831692ca0"
1358052869333807105,1.358052878242431e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/ykegKFwGvc‌‌ 
SOURCE IMAGE:‌‌ https://t.co/qJev09mci3  ","http://www.shitpostbot.com/template/and-thats-when-it-all-changed-57e1b23148592
http://www.shitpostbot.com/sourceimage/ethan-57b66ef8ea362"
1358045314092060676,1.358045322686169e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/cpiVhIANxb‌‌ 
SOURCE IMAGE:‌‌ https://t.co/VstzAsSTJc  ","http://www.shitpostbot.com/template/first-crush-57bdc1d6927df
http://www.shitpostbot.com/sourceimage/otis-57c4faa5b4b6d"
1358037764038656003,1.3580377729809367e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/hsL2k95irm‌‌ 
SOURCE IMAGE:‌‌ https://t.co/eHG9HiVyAa  ","http://www.shitpostbot.com/template/spongebobwatchingtvclip-57ed47094ee8a
http://www.shitpostbot.com/sourceimage/damag-57c330b17a557"
1358030217462362113,1.3580302256790036e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/ZuOObkSXjq‌‌ 
SOURCE IMAGE:‌‌ https://t.co/u1b3cqZFxV  ","http://www.shitpostbot.com/template/physiatrist-meeting-598d9aff60b31
http://www.shitpostbot.com/sourceimage/mehrio-5931d73380f22"
1358022668419743744,1.3580226771732644e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/k0QSrhuX9U‌‌ 
SOURCE IMAGE:‌‌ https://t.co/AH8WPY56uW  ","http://www.shitpostbot.com/template/pew-pew-57b1d5fb8ee39
http://www.shitpostbot.com/sourceimage/cat-in-fridge-57b5b755abefe"
1358015116583858176,1.35801512469982e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/tNWvYA0CnQ‌‌ 
SOURCE IMAGE:‌‌ https://t.co/Fm17CJAII9  ","http://www.shitpostbot.com/template/thats-my-girlfriend-57b59e8363c0f
http://www.shitpostbot.com/sourceimage/baldrick-57ab562e1c099"
1358007569378398211,1.358007577557295e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/BUWhE8DUAX‌‌ 
SOURCE IMAGE:‌‌ https://t.co/ZjPjlGWWEV  ","http://www.shitpostbot.com/template/mikes-pence-drawings-583b0a52531b0
http://www.shitpostbot.com/sourceimage/spuds-mckenzie-58cafa4486683"
1358000029189963777,1.3580000313500713e+18,.@ShitpostBot5000 3. https://t.co/kVBJmLq5MC    ,http://www.shitpostbot.com/sourceimage/yum-57e2a4058ef45
1358000026363064320,1.3580000291899638e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/Sn6mJKPExN‌‌‌‌
2. https://t.co/Cm9po1fLAf    ","http://www.shitpostbot.com/sourceimage/homer-you-had-a-head-58b27216d2484
http://www.shitpostbot.com/sourceimage/s-a-d-d-o-g-g-o-588c161becdae"
1358000018226114562,1.3580000263630643e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/ZSXullvcSf  ,http://www.shitpostbot.com/template/follwers-5814a7f55bb06
1357992464477487106,1.3579924726019154e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/aPkZyr6M5J‌‌ 
SOURCE IMAGE:‌‌ https://t.co/Y5AfJbFhBA  ","http://www.shitpostbot.com/template/no-homo-57b1d255e3fe5
http://www.shitpostbot.com/sourceimage/chicken-and-doggos-589546423cfef"
1357984917267902467,1.3579849254677053e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/jQY6hmwoyd‌‌ 
SOURCE IMAGE:‌‌ https://t.co/nQN3Nhnncg  ","http://www.shitpostbot.com/template/see-photo-585620dc2a99c
http://www.shitpostbot.com/sourceimage/scared-trump-584cc8ccdcaf4"
1357977366203621376,1.357977377192751e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/7DSMGUJBpm‌‌ 
SOURCE IMAGE:‌‌ https://t.co/VYIB9MW9Ap  ","http://www.shitpostbot.com/template/harry-shitposter-57b9788d1baae
http://www.shitpostbot.com/sourceimage/angry-mama-58a158968c959"
1357969816913649665,1.357969825256112e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/uQAY5aQu1h‌‌ 
SOURCE IMAGE:‌‌ https://t.co/GWzeLtCtah  ","http://www.shitpostbot.com/template/pizza-problem-57e8aacb34599
http://www.shitpostbot.com/sourceimage/windows-10-57b91ba34d95f"
1357962280399499265,1.3579622886371123e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/xE8xjw1iqX‌‌ 
SOURCE IMAGE:‌‌ https://t.co/2AWVcCmjUt  ","http://www.shitpostbot.com/template/mina-59ab47530b344
http://www.shitpostbot.com/sourceimage/bernie-and-jerry-58fcb849015ee"
1357954720292306944,1.357954728446034e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/5tr3xcgPHs‌‌ 
SOURCE IMAGE:‌‌ https://t.co/GCHUx7RqZd  ","http://www.shitpostbot.com/template/what-she-sees-587f90e80f4f3
http://www.shitpostbot.com/sourceimage/godmode-wiseau-58e308db80adb"
1357947178275192836,1.3579471863912284e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/ue7dyMii3p‌‌ 
SOURCE IMAGE:‌‌ https://t.co/yNGPrgDPhh  ","http://www.shitpostbot.com/template/death-grips-live-57d4758f914bc
http://www.shitpostbot.com/sourceimage/samuel-l-uzumaki-58b28dfd2bc9b"
1357939628985229313,1.3579396320596746e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/6UFYrS5r4H‌‌‌‌
2. https://t.co/uBTkoyLexZ    ","http://www.shitpostbot.com/sourceimage/manga-george-57b48c575ce5f
http://www.shitpostbot.com/sourceimage/corn-escalator-57eeb6d71b654"
1357939620571471872,1.3579396289852293e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/8ZkpW3vbBq  ,http://www.shitpostbot.com/template/anime-57b268f0778b4
1357932074230034432,1.357932082459259e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/61wHtRlxMA‌‌ 
SOURCE IMAGE:‌‌ https://t.co/CROYPdpK7H  ","http://www.shitpostbot.com/template/spb01-57cce8f66db82
http://www.shitpostbot.com/sourceimage/ackchyually-59cba4896e342"
1357924522427633665,1.3579245307532575e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/XTvRrBtTiJ‌‌ 
SOURCE IMAGE:‌‌ https://t.co/nLChcQTwVa  ","http://www.shitpostbot.com/template/maga-cap-57b619b464283
http://www.shitpostbot.com/sourceimage/i-see-57b3a60193623"
1357916964145033217,1.357916975889068e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/ojrSFVXTvg‌‌ 
SOURCE IMAGE:‌‌ https://t.co/XU4ACpuwTB  ","http://www.shitpostbot.com/template/crush-57b1d20fbaf34
http://www.shitpostbot.com/sourceimage/snoopthedogg-57b993ea9d183"
1357909433909657601,1.3579094360320492e+18,.@ShitpostBot5000 3. https://t.co/o4svmdLooG    ,http://www.shitpostbot.com/sourceimage/harmful-links-59131e1393544
1357909430818512896,1.3579094339096576e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/zhTcOxT9ZK‌‌‌‌
2. https://t.co/tRtWa5SXjC    ","http://www.shitpostbot.com/sourceimage/18-57b1e5f0d998b
http://www.shitpostbot.com/sourceimage/smaller-whiter-pecker-57b6fdb16cdfd"
1357909422513807360,1.357909430818513e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/vf8rFFOyVL  ,http://www.shitpostbot.com/template/rock-paper-scissors-57d82b6bb320f
1357901875564195841,1.3579018839527506e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/0m1mUDAmHt‌‌ 
SOURCE IMAGE:‌‌ https://t.co/Ic8gt6HOET  ","http://www.shitpostbot.com/template/frank-laid-58479ca17bd2f
http://www.shitpostbot.com/sourceimage/hnnnng-57c9aa3563a07"
1357894325724737539,1.3578943339707392e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/7Qp4ZKnmiB‌‌ 
SOURCE IMAGE:‌‌ https://t.co/yvkuAfacwX  ","http://www.shitpostbot.com/template/no-offence-58e3b30fc660b
http://www.shitpostbot.com/sourceimage/zuck-58733541ad124"
1357886777709785089,1.3578867859599565e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/H7KqACFvo6‌‌ 
SOURCE IMAGE:‌‌ https://t.co/wvhi81ABuo  ","http://www.shitpostbot.com/template/when-mom-leaves-the-line-57bbbdc446f3d
http://www.shitpostbot.com/sourceimage/censored-57b200a73bcb2"
1357879223235526656,1.357879231557079e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/IPiUjZmKXI‌‌ 
SOURCE IMAGE:‌‌ https://t.co/T1UViMfjoW  ","http://www.shitpostbot.com/template/todays-topic-59d9337c5f008
http://www.shitpostbot.com/sourceimage/high-on-goat-57b2e361270ce"
1357871671860985859,1.3578716803586703e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/eAImvdQ8DY‌‌ 
SOURCE IMAGE:‌‌ https://t.co/M4czIwupAb  ","http://www.shitpostbot.com/template/destroyer-of-anime-57e5da4858147
http://www.shitpostbot.com/sourceimage/nanomachinesson-589287fdd098a"
1357864132515659778,1.357864135363543e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/Aby38BFQFJ‌‌‌‌
2. https://t.co/bt3Zf5Lf5f    ","http://www.shitpostbot.com/sourceimage/eustace-57b2c84532815
http://www.shitpostbot.com/sourceimage/burning-in-fucking-hell-58ff318536e0f"
1357864124382932993,1.3578641325156598e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/odOixj1tNH  ,http://www.shitpostbot.com/template/everything-wrong-with-this-world-596f7536e5866
1357856572177801225,1.357856580797096e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/gnb2JJyI0Z‌‌ 
SOURCE IMAGE:‌‌ https://t.co/twyXnLJWEw  ","http://www.shitpostbot.com/template/profile-picture-57b1f4584f357
http://www.shitpostbot.com/sourceimage/m-o-e-59d314ada3f67"
1357849026209710083,1.35784903428796e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/PFjimoHDrd‌‌ 
SOURCE IMAGE:‌‌ https://t.co/VFdWIOHobb  ","http://www.shitpostbot.com/template/when-u-see-ur-crush-flirting-581e42e0470f5
http://www.shitpostbot.com/sourceimage/nut-button-57b1f19bf1499"
1357841483089522689,1.3578414913941914e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/2p1KRzKLR8‌‌ 
SOURCE IMAGE:‌‌ https://t.co/8IniM6q7wU  ","http://www.shitpostbot.com/template/disaster-57e315ba2181c
http://www.shitpostbot.com/sourceimage/when-she-57c332117032e"
1357833926086184962,1.357833934730576e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/D44WnjLNga‌‌ 
SOURCE IMAGE:‌‌ https://t.co/boCBaHtSDM  ","http://www.shitpostbot.com/template/clockwork-57d46e405f192
http://www.shitpostbot.com/sourceimage/homer-588ce23511b66"
1357826374363398145,1.357826383037272e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/c0xLXkIy8Z‌‌ 
SOURCE IMAGE:‌‌ https://t.co/lcK7X2cwsn  ","http://www.shitpostbot.com/template/cashier-57c6a4a4c0559
http://www.shitpostbot.com/sourceimage/squash-58768704bae0e"
1357818829678780425,1.3578188385077494e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/z6ZsxTJDBz‌‌ 
SOURCE IMAGE:‌‌ https://t.co/5fLcPq6XZa  ","http://www.shitpostbot.com/template/computer-death-wish-5a62d094507aa
http://www.shitpostbot.com/sourceimage/joseph-trap-5877095de94d2"
1357811274063699972,1.357811282666287e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/I0D9OxdZ1O‌‌ 
SOURCE IMAGE:‌‌ https://t.co/KyuTovNtpD  ","http://www.shitpostbot.com/template/what-the-hell-is-this-5807250812e67
http://www.shitpostbot.com/sourceimage/zoidbee-want-balloon-57cdab267d882"
1357803731476246533,1.3578037398228419e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/GgqwK1jjXq‌‌ 
SOURCE IMAGE:‌‌ https://t.co/GQLwKlzANg  ","http://www.shitpostbot.com/template/banned-from-roblox-57b9e9690d0d2
http://www.shitpostbot.com/sourceimage/bread-57de189dcd1f7"
1357796196933337088,1.3577962000329277e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/mZcD1lITp0‌‌‌‌
2. https://t.co/eDT6MN9hp6    ","http://www.shitpostbot.com/sourceimage/spongecucc-57b37c38eaa90
http://www.shitpostbot.com/sourceimage/stop-57b7dd897b7f1"
1357796188087549952,1.357796196933337e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/qLz4cVvShe  ,http://www.shitpostbot.com/template/the-difference-real-57d1fb0158b7b
1357781079860649991,1.3577810884254228e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/bnrIoIM9Iq‌‌ 
SOURCE IMAGE:‌‌ https://t.co/T3LwB8HoCj  ","http://www.shitpostbot.com/template/toilet-57b7f52075613
http://www.shitpostbot.com/sourceimage/suicidal-npc-58c469e3cfdd2"
1357773537172422663,1.3577735403265843e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/FfCVYZhF0P‌‌‌‌
2. https://t.co/swNiclgqQ8    ","http://www.shitpostbot.com/sourceimage/pleasure-57deb49d1a203
http://www.shitpostbot.com/sourceimage/turk-eating-57bb9cb71fa73"
1357773528049856513,1.3577735371724227e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/kmM9caQLNP  ,http://www.shitpostbot.com/template/its-a-match-5be337a5b3793
1357765974397751299,1.3577659832141988e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/QIooRIMXg2‌‌ 
SOURCE IMAGE:‌‌ https://t.co/9TFmV5bGNO  ","http://www.shitpostbot.com/template/hillary-clinton-body-double-57f36ac6d142b
http://www.shitpostbot.com/sourceimage/spoderman-57bb507d2a1d4"
1357758427708153856,1.3577584362855547e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/M5yquvKglX‌‌ 
SOURCE IMAGE:‌‌ https://t.co/IkH47vTQb0  ","http://www.shitpostbot.com/template/50-shades-of-shitpost-57b448892d32a
http://www.shitpostbot.com/sourceimage/plucka-duck-5886b53a0fd8e"
1357750896764018694,1.3577508993184195e+18,".@ShitpostBot5000 7. https://t.co/zRH4bH3Hue‌‌‌‌
8. https://t.co/mpUjyj4Vwq    ","http://www.shitpostbot.com/sourceimage/the-kongs-580f67c72c311
http://www.shitpostbot.com/sourceimage/calm-duck-no-fire-no-zuccing-57b3a43ae216f"
1357750894499102725,1.3577508967640187e+18,".@ShitpostBot5000 5. https://t.co/AnUwbq5DwG‌‌‌‌
6. https://t.co/Decb1aYVbv    ","http://www.shitpostbot.com/sourceimage/messenger-frog-59092ad75fa88
http://www.shitpostbot.com/sourceimage/affleck-57b6108043e56"
1357750892053856260,1.3577508944991027e+18,".@ShitpostBot5000 3. https://t.co/RRwlAvLB2b‌‌‌‌
4. https://t.co/uIQcpIA7kU    ","http://www.shitpostbot.com/sourceimage/police-5827eede400bb
http://www.shitpostbot.com/sourceimage/anime-romance-57b8355c071a5"
1357750888471949315,1.3577508920538563e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/w0mMODVqEG‌‌‌‌
2. https://t.co/amRwiNF5x1    ","http://www.shitpostbot.com/sourceimage/super-appetite-594abbe4288e7
http://www.shitpostbot.com/sourceimage/sun-57e0aba2e6278"
1357750879244480517,1.3577508884719493e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/4C87HwCdv9  ,http://www.shitpostbot.com/template/which-pill-57c6f245cd0bd
1357743346974945285,1.3577433492566426e+18,.@ShitpostBot5000 3. https://t.co/tW5nFoHHNX    ,http://www.shitpostbot.com/sourceimage/ness-cosplayer-59b381f2f15b0
1357743343778807811,1.3577433469749453e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/lIzdkoGnQx‌‌‌‌
2. https://t.co/BLhtsY0Rk8    ","http://www.shitpostbot.com/sourceimage/yui-does-a-compute-57b1e172640e2
http://www.shitpostbot.com/sourceimage/d-e-d-57b6cc0203406"
1357743335012761601,1.3577433437788078e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/GDs22OpdE3  ,http://www.shitpostbot.com/template/consensual-sex-5890aa353c013
1357735793528348672,1.3577358022063227e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/L2MJO6Y4Qs‌‌ 
SOURCE IMAGE:‌‌ https://t.co/kMEOHtPnmk  ","http://www.shitpostbot.com/template/who-can-resist-this-smile-57b3ad192176c
http://www.shitpostbot.com/sourceimage/crystal-coconut-58a96e50cd8bb"
1357728231563145222,1.3577282348724675e+18,".@ShitpostBot5000  
SOURCES:
1. https://t.co/NjuGTp8Rym‌‌‌‌
2. https://t.co/dK53FHmQJq    ","http://www.shitpostbot.com/sourceimage/groovy-guy-57d2b6fcb0fc7
http://www.shitpostbot.com/sourceimage/phat-mullet-57de79c232a33"
1357728222679609350,1.3577282315631452e+18,.@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/yJqiXrY34t  ,http://www.shitpostbot.com/template/everyone-has-a-soulmeme-5895273244d8a
1357720683363581955,1.3577206922094223e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/DHkUJIdY7a‌‌ 
SOURCE IMAGE:‌‌ https://t.co/APMSmTbpJm  ","http://www.shitpostbot.com/template/shootout-58e2b52169aba
http://www.shitpostbot.com/sourceimage/dankey-kang-57e1f054e207e"
1357713137894625280,1.3577131465474826e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/GknLGGcT4J‌‌ 
SOURCE IMAGE:‌‌ https://t.co/83mkaVpyid  ","http://www.shitpostbot.com/template/favourite-5aef2a7a3cbf5
http://www.shitpostbot.com/sourceimage/transparent-robbie-rotten-580d2e4154990"
1357705587337924614,1.3577055962172293e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/hu7sw03PTv‌‌ 
SOURCE IMAGE:‌‌ https://t.co/oSWjtAHP14  ","http://www.shitpostbot.com/template/whendad-57b2ab7775b76
http://www.shitpostbot.com/sourceimage/crash-bandicoot-sunglasses-57b247706b056"
1357698028795265031,1.357698037326508e+18,".@ShitpostBot5000 TEMPLATE:‌‌ ‌‌https://t.co/XppIbdQAyM‌‌ 
SOURCE IMAGE:‌‌ https://t.co/4kE8X1FX3f  ","http://www.shitpostbot.com/template/daughter-57c1bb14536a5
http://www.shitpostbot.com/sourceimage/dickwraith-57b1c6479b1f7"
